14,14,14,14,14,14,14,14,14,14,14,14,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,14,
14,14,14,14,14,14,14,14,14,14,14,23,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,13,
14,14,14,14,14,14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,13,
14,14,14,14,14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,13,
14,14,14,14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,17,24,24,19,49,49,49,13,
14,14,14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,13,
14,14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,49,49,49,49,49,49,49,49,49,49,49,13,
14,14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,34,34,20,49,49,49,49,49,13,
14,14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,49,49,49,49,49,34,5,24,23,49,49,49,49,49,13,
14,14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,34,5,23,49,49,49,49,49,49,49,13,
14,14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,49,49,49,49,49,34,34,5,23,49,49,49,49,49,49,49,49,13,
14,23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,34,34,5,24,23,49,49,49,49,49,49,49,49,49,13,
23,63,49,49,49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,49,49,49,49,34,34,5,24,23,49,49,49,49,49,49,49,49,49,49,5,14,
63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,34,34,34,5,24,23,49,49,49,49,49,49,49,49,49,49,49,5,14,14,
49,49,49,49,49,49,49,49,49,49,49,8,49,49,49,49,49,49,34,34,5,24,24,23,49,49,49,49,49,49,49,49,49,49,49,49,5,14,14,14,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,34,34,34,5,24,23,49,49,49,49,49,49,49,49,49,49,49,49,49,49,5,14,14,14,14,
49,49,49,49,49,49,49,20,49,49,49,49,34,34,34,5,24,24,23,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,5,22,22,22,22,22,
49,49,49,49,49,49,5,15,34,34,34,34,5,24,24,23,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,5,23,49,49,49,49,49,
49,49,49,49,49,5,14,14,24,24,24,24,23,49,49,49,49,49,49,49,49,49,49,49,17,24,24,24,24,24,24,24,24,23,49,49,49,49,49,49,
49,49,49,49,5,14,14,15,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,5,14,14,14,15,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
6,6,6,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6

